分类 (Category),中文描述 (Description),提示词 (Prompt)
魔导师分享,蓝发👸,"a woman with long blue hair and a white dress is standing in front of a white background with a blue tail, by Hanabusa Itchō,straight-on,portrait,dynamic angle ,Bustling city,anime screencap,princess,high ponytail,(smile),white_hair/blue_ey,summer long skirt,white pantyhose,ankle boots,elbow_gloves,scarf,hair stick,necklace,detail fingers,"
魔导师分享,钟离娘化,"((zhongli genshin impect)),brown hair, orange eyeshadow,  leather shoes,golden eyes, beautiful eyes,semi-rimless eyewear, white bloomers, shy, ,"
魔导师分享,战斗女仆,"cityscape,ruins, ukiyo-e,knife and sword,side_ponytail,blonde_hair/yellow_eyes,looking away,beautiful detailed eyes,expressionless,loli,Samurai Sword,leg ring,Tactical gloves,Maid dress,cinematiclighting,"
魔导师分享,冰霜法师,"
masterpiece, best quality, extremely detailed cg, {clear lines:1.2}, colorful, {solo:1.2}, {full body:1.2},

long hair, hair between eyes, beautiful detailed eyes, looking at camera,

medium chest, cleavage, crystal in the chest, long lace sleeves, expressive clothes, complex decoration,

{ice and snow}, empress, gorgeous sky, intricate magic, wind lift,
"
魔导师分享,钟离,"((zhongli genshin impect)),brown hair, orange eyeshadow,  leather shoes,golden eyes, beautiful eyes,semi-rimless eyewear, white bloomers, shy, ,,"
魔导师分享,白色猫娘,"{{{extremely detailed CG unity 8k wallpaper}}}, best quality, ((ultra-detailed)), (best illustration),(best shadow), ((an extremely delicate and beautiful)),dynamic angle,{{{Animation}}},crayon painting,{{{1girl,white hair,heterochmatic,red eyes and yellow eyes,cat ears}}},{{{wide white outlines}}},{cute},full body,Cherry blossom background,spring,angle,Wonderland, 
Shinto shrine,Cherry Blossoms"
魔导师分享,在床上哭泣的白毛红瞳萝莉/少女,"品质:0,masterpiece,best quality,
场景:0,indoor,morning,on bed,bed room,big window,beautiful sky,
人物:0,1little beautiful detailed girl,loli,cute,Fine hair texture,cute face,
外貌:0,long body :1.3,skin whitish,water on body,((flat chest)),cleavage,(hollow ass,butt crack),thin:1.2,minigirl,ultra detailed long silver hair:2,ultra detailed colorful dark red eyes:2,ultra detailed tongue:1,(ribs,collarbone,skeleton,skin dentation)),
动作:0,(((pillow hug))),(((hand in own hair)))_right hand,(hair twirling)_left hand,
衣装:0,micro,((finely detail wet clothes)),(taut),see-through silhouette,pleated,organdie,detached sleeves,(see-through long shirt),((pants,bandaid,anklet,
表情:0,((hysterical)),tears,(crying),((open_mouth)),tearing up,trembling,((streaming tears)),Fidgeting,tear,wiping tears,teary-eyed,cower,flying sweatdrops,
位置:0,fetal_position,
视角:0,dramatic angle,hip focus,
场景特效:0,Tyndall effect,beautiful detailed sky:0.2,"
魔导师分享,夕阳下的水手,"Happy,collarbone,neck,looking at viewer,looking afar,sunset,Beret,neckerchiefsailor,Cinematic Lighting"
魔导师分享,社保粉发萝莉,"very_long_hair,first-person view,lying on back,messy_hair,long_hair,orgasm,infant,twintails,pink hair,crop top,white_thighhighs,"
魔导师分享,国家队02(非常稳定)by成卓,"((masterpiece)), (((best quality))), ((ultra-detailed)), ((illustration)), ((disheveled hair)), ((frills)), (1 girl), (solo), masterpiece,best quality,highly detailed((zero two (darling in the franxx)	02)), 1girl,solo, pink hair,long hair	,buttons	, aqua eyes, green eyes, eyebrows, visible through hair,necktie,bangs,long sleeves, dress,straight hair, very long hair, necktie,shiny hair,shiny,hair ornament, (red eyeshadow), smile"
魔导师分享,短发初音{自用},"miku,medium_chest,princess_dress,colourful_stages,crown,masterpiece,full_body,extremely_detailed_CG_unity_8k_wallpaper,solo,1girl,lights,flower in air,happy,arm behind back,shiny hair,multicolored hair,best quality,sports bra,miniskirt"
魔导师分享,铃音,"wallpaper, 1girl, full body, extremely detailed cg unity 8k wallpaper, artbook, long hair, side ponytail, ahoge, blonde hair, black silk stocking, skirt, garreg mach monastery uniform, thighhighs, solo, soldier, heterochromia, best quality, masterpiece, illustration, swept bangs,yellow eyes , purple eyes, serious, original, absurdres, official art, tachi-e, straight-on"
魔导师分享,克苏鲁(喜  by：Caesar,"monster,octopus,dark,horror (theme),buran buta，masterpiece, best quality, masterpiece,best quality,official art,extremely detailed CG unity 8k wallpaper, "
魔导师分享,红发挑染少女未来都市,"The most(masterpiece),(best?quality),CG,Game Illustration,Post-punk electric shock,electrocardiography,Core charge Strange radio waves,wimp girl,long hair,((black hair outside with onside light red highlights)),messy_hair,amber light-red eyes,Tang cross blade, armor skirt,chinese,Signal light,wasteland cyber city,despair with will,neon warning,Above the Arasaka tower,Cyborg"
魔导师分享,深海栖舰（大概率）,"female abyssal admiral (kancolle), bloodstain,wind coat,armor，dress,white_thighhighs,gloves ,cross necklace,ruins,naval cap,{expressionless}black_skirt,blush,,colored_skin,glowing,glowing_eyes,long_hair,,white_hair,white_skin,yellow_eyes{best quality}, {{masterpiece}}, {highres}, original, extremely detailed 8K wallpaper, 1girl, {an extremely delicate and beautiful},,
"
魔导师分享,深海栖舰,"female abyssal admiral (kancolle), black_skirt,blush,,colored_skin,glowing,glowing_eyes,long_hair,,white_hair,white_skin,yellow_eyes{best quality}, {{masterpiece}}, {highres}, original, extremely detailed 8K wallpaper, 1girl, {an extremely delicate and beautiful},,
"
魔导师分享,气质姣好的华夏古风美人,"female focus,ray tracing,{best quality}, {{masterpiece}}, {highres}, original, extremely detailed 8K wallpaper, {an extremely delicate and beautiful},,incredibly_absurdres,colorful,intricate detail,artbook,,east asian architecture,chinese style architecture,Chinese style,neat figure,slender waist,black_hair/black_eyes,seductive smile ,smile,hair bun,bangs,long_hair,white_hair,red_eyes,knife and sword,teenage,{{ Hi-Q(high quality) }},{{detailed Ancient Chinese style building}},{{detailed Ancient Chinese style clothes}},{hanfu},{ink and wash painting},delicate eyes{masterpiece},best quality,amazing,cinematic angle,solo,no modern buildings,midnight,1girl,solo,very long hair,detialed beautiful eyes,detialed clothes, red ribbon,,melting,abstract,splash,hyper detailed ,messy hair,  backlighting , sand, water,black background, dust clodust,water splash,long sleeves , splash,oversized clothes,(((Ink painting style))),(((Chinese Brush Painting))),handsome, white Ribbon,     hair glows,  hands hide, knotted headdress, "
魔导师分享,试复工后发给,"lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, normal quality, jpeg artifacts, signature, watermark, username, blurry, bad feet,"
魔导师分享,站在木桥上的,"masterpiece, best quality, masterpiece,best quality,official art,extremely detailed CG unity 8k wallpaper, {arms up, armpits}, {arms behind head}, {beautiful detailed eyes}, All over, all over, all over},{full body photo},original,shy,{light blue eyes},{standing},{pleated skirt (minidress)},Hair accessories,Hair band,Blue skies,masterpiece,Blue light quality,Front photo (full body),Blush,brown_hair,Long hair,Swept bangs,Ahoge,Hair over shoulder,Two side up,looking at viewer,collarbone,neck,Standing,t-shirt,sneakers,wooden bridge,afternoon,in summer,Autostereoscopy,Tyndall effect,Beautiful Lighting,detailed and intricate,official art,wallpaper,artbook,huge_filesize ,colorful,style of cygames"
魔导师分享,金发美少女 by慕斯,"(((masterpiece))),high resolution,((high quality)),HQ,1girl,((extremely detailed)),CG,unity,8k,wallpaper​,solo,(full body),mature,standing,blonde,long hair,(((eyeliner))),tiara,((white frilly black short petticoat)),thigh strap,lace trim black elbow gloves,knee boots,medium boobs,cowboy shot,black corset,((extremely detailed hand))"
魔导师分享,涩,"[[[[[lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, normal quality, jpeg artifacts, signature, watermark, username, blurry, bad feet]]]]],"
魔导师分享,白发美女,"anime character,A girl with white hair and bule eyes,starry sky,choker,beautiful detailed eyes,look at viewer,sweater,seaside,Nightscape,A girl with two ponytails,sea,Mountains in the distance,Expressionless,"
魔导师分享,美人,"{best quality}, {{masterpiece}}, {highres}, original, extremely detailed 8K wallpaper, 1girl, {an extremely delicate and beautiful},This is a cartoon style picture,In the garden under the setting sun sat a blonde young girl, holding a flower and light smile,hair flower,sleeveless,horizontal pupils,symbol-shaped pupils,green eyes,gradient background,depth of field,sitting,cinematic lighting, volume lighting, bloom effect, light particles,long hair,ahoge,,"
魔导师分享,绝美的电流和女孩,"{{{masterpiece}}},{{{best quality}}},{{ultra-detailed}},{illustration},{{an extremely delicate and beautiful}},dynamic angle,{beautiful detailed eyes},{detailed light},{1girl},{capelet},{{{detached collar}}},cinematiclighting,depthoffield,ray tracing,reflection light,masterpiece,chromatic aberration,electricity,expressions,portrait,"
魔导师分享,白发红瞳黑丝美少女,"1girl,beautiful detailed eyes,((masterpiece)),((illustration)),finely detailed, depth of field,silme and crying, {best quality},male focus, extremely detailed CG wallpaper,extremely detailed figure,{full body},floating hair, dynamic angle ,,detailed face,red eyes, white hair, ,very long hair, Sylph,half updo,,drill_hair,beautiful detailed sky ,\(symbol\),((full moon)),Beautiful little stars,polka dot, pleated skirt,detailed clothes,ocean,beautiful detailed sky, black stockings
"
魔导师分享,原神缝合（优菈的头，甘雨的黑丝……一切皆有可能）,"(genshin_impact)，{best quality}, {{masterpiece}}, {highres}, original, extremely detailed wallpaper, 1girl, beautiful detailed eyes ,{best quality},official art,{photorealistic}, {painting}, {realistic}, {sketch}, {oil painting}"
魔导师分享,图书馆内的白发蓝颜少年（手可能崩）,"((masterpiece)),((( best quality))),(( ultra-detailed)),collared shirt,white hair,short hair,blue eyes,shy,bust,1boy,library,precise geometry,pixiv id,(((illustration))),(((artbook)))"
魔导师分享,未来福瑞（28，6.5，DPM2）,"{{{masterpiece}}}, {{{best quality}}}, {in the cyberpunk city}, moon, stars, {science_fiction}, artbook, {{{shota}}}, {furry}, short hair, {light blue hair}, heterochromia , parted bangs, light smile, half-closed eyes, {aqua eyes}, sailor collar, blue thighhighs, shoes , headphones, backpack, {{squatting}}, arms behind head, "
魔导师分享,猫娘,"(((best quality))), (((ultra detailed))), (((masterpiece))), illustration,""
1girl, cat ears, cat tail, white dress, blush, shy, looking away, standing, outdoor scene"
魔导师分享,绝美的电流和女孩,"{{{masterpiece}}},{{{best quality}}},{{ultra-detailed}},{illustration},{{an extremely delicate and beautiful}},dynamic angle,{beautiful detailed eyes},{detailed light},{1girl},{capelet},{{{detached collar}}},cinematiclighting,depthoffield,ray tracing,reflection light,masterpiece,chromatic aberration,electricity,expressions,portrait,full body,"
魔导师分享,图书馆里的白发蓝眼少年（50步左右）,"((masterpiece)),((( best quality))),(( ultra-detailed)),collared shirt,white hair,short hair,blue eyes,bust,1boy,library,precise geometry,pixiv id,(((illustration))),(((artbook))),"
魔导师分享,黑发绿眼,"masterpiece, best quality, official art, extremely detailed cg unity 8k wallpaper, (plan view),((top view)),(((full body))),(lie on the bed),(pleated white bedsheet background) 1girl, bishoujo, neat figure, beautiful face, slender waist, perfect female body, ponytail, black hair, green eyes, beautiful detailed eyes, looking down, smile, school uniform, plaid skirt, garter straps garter belt, flat chest, ribbon, hair ribbon, hair ornament, hair bow, hairband, hair flower"
魔导师分享,塞蕾丝缇雅低配版,"drill_hair,blunt_bangs,payot,black_hair,red_eyes,smile,lolita gothic,black pantyhose,strappy heels,maid headdress,Bell earrings,tsurime,gothic architecture,shushing,"
魔导师分享,琴,"ponytail, shawl, belt, black leather gloves, white sleeves, white trousers, white boots, blonde hair, purple eyes, genshin impact,"
魔导师分享,中世纪白发萝莉2，由chatGPT翻译查重后提权,"((cute girl), (loli), (petite), (fair skin), (warm white flowing hair), (amber-colored eyes), (cute and soft), ((cute), (petite), (fair skin), (white flowing hair), (amber eyes)), (loli), (embrace), (palace window), (medieval-style architecture), (castle), (sunlight), (flowing hair and clothes), (fair skin))"
魔导师分享,中世纪白发萝莉，由chatGPT代写标签,"((cute girl), (loli), (petite), (fair skin), (warm white flowing hair), (amber-colored eyes), (cute and soft)), ((find part-time work), (provide services), (receive living allowances under the social security system), (continue learning and cultivating new skills), (seek new opportunities), (seek help from family, friends, or social organizations), (overcome difficulties through effort and perseverance))"
魔导师分享,桃仙,"(best illumination, best shadow, an extremely delicate and beautiful), 8k wallpaper,(classic, illustration, painting,  sketch), original,
Chinese style,
((1 Cheinese girl)),(solo),
( perfect body,perfect hands and fingers,[:(holding a branche:1.3):0.6], [:bare thigh:0.5], [:[Embroidered shoes|barefoot]:0.4]),
((a cute and anime face:1.2), ([:detailed pink eyes:0.4])),/
(hanfu,(white, pattern, clouds),floating ribbons),
(super long light pink hair,floating hair, blossoms on head),
(Ten miles of peach blossoms,(Peach forest),bright moon),
(Chinese architectures),attic,"
